Reaction,Order,Rall,R1,R2,Pall,P1,P2,P3,P4,Tmin,Tmax,A,n,Ea
CH3CN+CD3->CHD3+CH2CN,2,CH3CN | CD3,CH3CN,CD3,CHD3 | CH2CN,CHD3,CH2CN,,,373.0,563.0,1.08, ,-4132.0
CH3CN->CH3NC,2,CH3CN,CH3CN,,CH3NC,CH3NC,,,,1600.0,2100.0,4.17e-11, ,159000.0
C2H5NH2+.CH3->CH4+CH3CH2NH.,2,C2H5NH2 | .CH3,C2H5NH2,.CH3,CH4 | CH3CH2NH.,CH4,CH3CH2NH.,,,383.0,453.0,1.32e-14, ,27100.0
C2H5NH2+.CH3->CH4+CH3CHNH2,2,C2H5NH2 | .CH3,C2H5NH2,.CH3,CH4 | CH3CHNH2,CH4,CH3CHNH2,,,383.0,453.0,2.49e-13, ,33900.0
C2H5I+Cl->CH3CHI+HCl,2,C2H5I | Cl,C2H5I,Cl,CH3CHI | HCl,CH3CHI,HCl,,,220.0,1500.0,1.05e-11,1.22,2425.0
C2H5I+Cl->.CH2CH2I+HCl,2,C2H5I | Cl,C2H5I,Cl,.CH2CH2I | HCl,.CH2CH2I,HCl,,,220.0,1500.0,1.7e-12,1.99,1278.0
C2H5I+I->.C2H5+I2,2,C2H5I | I,C2H5I,I,.C2H5 | I2,.C2H5,I2,,,523.0,573.0,6.81e-11, ,69800.0
C2H5I+K->.C2H5+KI,2,C2H5I | K,C2H5I,K,.C2H5 | KI,.C2H5,KI,,,474.0,594.0,0.42, ,-13700.0
C2H5I+.CH3->CH3I+.C2H5,2,C2H5I | .CH3,C2H5I,.CH3,CH3I | .C2H5,CH3I,.C2H5,,,393.0,493.0,1.32e-12, ,30900.0
CH2=CHF+CF2I->CF2ICH2CHF(.),2,CH2=CHF | CF2I,CH2=CHF,CF2I,CF2ICH2CHF(.),CF2ICH2CHF(.),,,,320.0,443.0,0.72, ,2295.0
CH2=CHF+CF2I->CF2ICHFCH2(.),2,CH2=CHF | CF2I,CH2=CHF,CF2I,CF2ICHFCH2(.),CF2ICHFCH2(.),,,,320.0,443.0,0.32, ,4972.0
CH2=CHF+CFBr2->Adduct,2,CH2=CHF | CFBr2,CH2=CHF,CFBr2,Adduct,Adduct,,,,364.0,435.0,0.39, ,9728.0
CH2=CHF+CBrF2->Adduct,2,CH2=CHF | CBrF2,CH2=CHF,CBrF2,Adduct,Adduct,,,,305.0,456.0,0.62, ,1671.0
CH2=CHF+CBrF2->CF2BrCH2CHF(.),2,CH2=CHF | CBrF2,CH2=CHF,CBrF2,CF2BrCH2CHF(.),CF2BrCH2CHF(.),,,,320.0,443.0,0.62, ,1671.0
CH2=CHF+CBrF2->CF2BrCHFCH2(.),2,CH2=CHF | CBrF2,CH2=CHF,CBrF2,CF2BrCHFCH2(.),CF2BrCHFCH2(.),,,,320.0,443.0,0.25, ,6859.0
CH2=CHF+HBr->CH2FCH2Br,2,CH2=CHF | HBr,CH2=CHF,HBr,CH2FCH2Br,CH2FCH2Br,,,,313.0,393.0,0.22, ,7184.0
CH2=CHF+O3->C2H3FO3,2,CH2=CHF | O3,CH2=CHF,O3,C2H3FO3,C2H3FO3,,,,260.0,300.0,1.2e-15, ,26800.0
CH2=CHF+S->Adduct,2,CH2=CHF | S,CH2=CHF,S,Adduct,Adduct,,,,298.0,450.0,1.4, ,3051.0
CH2=CHF+.CH2Cl->CH2ClCHFCH2.,2,CH2=CHF | .CH2Cl,CH2=CHF,.CH2Cl,CH2ClCHFCH2.,CH2ClCHFCH2.,,,,376.0,528.0,1.38, ,10900.0
CH2=CHF+.CH2Cl->Adduct,2,CH2=CHF | .CH2Cl,CH2=CHF,.CH2Cl,Adduct,Adduct,,,,376.0,528.0,0.87, ,3800.0
CH2=CHF+.CH2F->CH2FCH2CHF.,2,CH2=CHF | .CH2F,CH2=CHF,.CH2F,CH2FCH2CHF.,CH2FCH2CHF.,,,,298.0,460.0,0.23, ,-665.0
CH2=CHF+C2F5->Adduct,2,CH2=CHF | C2F5,CH2=CHF,C2F5,Adduct,Adduct,,,,301.0,474.0,1.12, ,2503.0
CH2=CHF+.CCl3->CCl3CH2CHF.,2,CH2=CHF | .CCl3,CH2=CHF,.CCl3,CCl3CH2CHF.,CCl3CH2CHF.,,,,331.0,423.0,2.09e-13, ,26800.0
CH2=CHF+.CCl3->CCl3CHFCH2.,2,CH2=CHF | .CCl3,CH2=CHF,.CCl3,CCl3CHFCH2.,CCl3CHFCH2.,,,,331.0,423.0,2.09e-13, ,35200.0
CH2=CHF+n-C3F7->CF3CF2CF2CH2CHF.,2,CH2=CHF | n-C3F7,CH2=CHF,n-C3F7,CF3CF2CF2CH2CHF.,CF3CF2CF2CH2CHF.,,,,331.0,423.0,2.09e-14, ,13000.0
CH2=CHF+n-C3F7->CF3CF2CF2CFHCH2,2,CH2=CHF | n-C3F7,CH2=CHF,n-C3F7,CF3CF2CF2CFHCH2,CF3CF2CF2CFHCH2,,,,331.0,423.0,1.32e-14, ,22600.0
CH2=CHF+.CF3->Adduct,2,CH2=CHF | .CF3,CH2=CHF,.CF3,Adduct,Adduct,,,,303.0,463.0,0.85, ,2045.0
CH2=CHF+.CH3->CH3CH2CHF(.),2,CH2=CHF | .CH3,CH2=CHF,.CH3,CH3CH2CHF(.),CH3CH2CHF(.),,,,370.0,435.0,4.13e-13, ,4847.0
CH2=CHF+.CH3->CH3CHFCH2,2,CH2=CHF | .CH3,CH2=CHF,.CH3,CH3CHFCH2,CH3CHFCH2,,,,370.0,435.0,1.07e-13, ,6144.0
CH2=CHF+CF3CF2CF2I->CF3CF2CF2CFHCH2I,2,CH2=CHF | CF3CF2CF2I,CH2=CHF,CF3CF2CF2I,CF3CF2CF2CFHCH2I,CF3CF2CF2CFHCH2I,,,,374.0,497.0,1.51, ,9395.0
CH2=CHF+CF3CF2CF2I->CF3CF2CF2CH2CFHI,2,CH2=CHF | CF3CF2CF2I,CH2=CHF,CF3CF2CF2I,CF3CF2CF2CH2CFHI,CF3CF2CF2CH2CFHI,,,,357.0,433.0,1.23, ,3301.0
CH2=CHCl+Cl->CHCl2CH2.,2,CH2=CHCl | Cl,CH2=CHCl,Cl,CHCl2CH2.,CHCl2CH2.,,,,298.0,423.0,5.25e-12, ,4182.0
CH2=CHCl+Cl->CH2ClCHCl.,2,CH2=CHCl | Cl,CH2=CHCl,Cl,CH2ClCHCl.,CH2ClCHCl.,,,,520.0,595.0,3.02e-09, ,16700.0
CH2=CHCl+Cl->HCl+CHCl=CH,2,CH2=CHCl | Cl,CH2=CHCl,Cl,HCl | CHCl=CH,HCl,CHCl=CH,,,620.0,750.0,1.99e-10, ,55700.0
CH2=CHCl+H.->CH3CHCl,2,CH2=CHCl | H.,CH2=CHCl,H.,CH3CHCl,CH3CHCl,,,,298.0,1500.0,4.5e-12,0.86,624.0
CH2=CHCl+H.->CH2CH2Cl,2,CH2=CHCl | H.,CH2=CHCl,H.,CH2CH2Cl,CH2CH2Cl,,,,300.0,1800.0,2.49e-11, ,24300.0
CH2=CHCl+H.->C2H3+HCl,2,CH2=CHCl | H.,CH2=CHCl,H.,C2H3 | HCl,C2H3,HCl,,,872.0,1080.0,6.61e-11, ,38900.0
CH2=CHCl+H.->H2+CHCl=CH,2,CH2=CHCl | H.,CH2=CHCl,H.,H2 | CHCl=CH,H2,CHCl=CH,,,872.0,1080.0,8.32e-11, ,62800.0
CH2=CHCl+HBr->CH2BrCH2Cl,2,CH2=CHCl | HBr,CH2=CHCl,HBr,CH2BrCH2Cl,CH2BrCH2Cl,,,,313.0,393.0,0.09, ,-3151.0
CH2=CHCl+O3->C2H3ClO3,2,CH2=CHCl | O3,CH2=CHCl,O3,C2H3ClO3,C2H3ClO3,,,,260.0,360.0,8.85e-16, ,25500.0
CH2=CHCl+Se->Adduct,2,CH2=CHCl | Se,CH2=CHCl,Se,Adduct,Adduct,,,,302.0,418.0,1.29e-11, ,10200.0
CH2=CHCl+S->Adduct,2,CH2=CHCl | S,CH2=CHCl,S,Adduct,Adduct,,,,298.0,450.0,3.4, ,2178.0
CH2=CHCl+NF2->CH2CH(NF2)Cl,3,CH2=CHCl | NF2,CH2=CHCl,NF2,CH2CH(NF2)Cl,CH2CH(NF2)Cl,,,,330.0,430.0,6.04e-33, ,55200.0
CH2=CHCl+.OH->H2O+CHCl=CH,2,CH2=CHCl | .OH,CH2=CHCl,.OH,H2O | CHCl=CH,H2O,CHCl=CH,,,200.0,2000.0,5.16e-12,2.00,26400.0
CH2=CHCl+.OH->H2O+CH2=CCl,2,CH2=CHCl | .OH,CH2=CHCl,.OH,H2O | CH2=CCl,H2O,CH2=CCl,,,200.0,2000.0,2.68e-12,2.00,18400.0
CH2=CHCl+.OH->CHClCH2OH,2,CH2=CHCl | .OH,CH2=CHCl,.OH,CHClCH2OH,CHClCH2OH,,,,200.0,2000.0,1.96e-13,2.10,-6694.0
CH2=CHCl+.OH->CHClOHCH2,2,CH2=CHCl | .OH,CH2=CHCl,.OH,CHClOHCH2,CHClOHCH2,,,,200.0,2000.0,6.52e-14,2.35,10000.0
CH2=CHCl+.CCl3->CCl3CH2CHCl,2,CH2=CHCl | .CCl3,CH2=CHCl,.CCl3,CCl3CH2CHCl,CCl3CH2CHCl,,,,331.0,423.0,3.32e-12, ,27200.0
CH2=CHCl+.CF3->CF3CH2CHCl,2,CH2=CHCl | .CF3,CH2=CHCl,.CF3,CF3CH2CHCl,CF3CH2CHCl,,,,336.0,436.0,1.12e-13, ,9478.0
CH2=CHCl+.CF3->Adduct,2,CH2=CHCl | .CF3,CH2=CHCl,.CF3,Adduct,Adduct,,,,338.0,453.0,2.4, ,-7691.0
CH2=CHCl+.CH3->CH3CH2CHCl,2,CH2=CHCl | .CH3,CH2=CHCl,.CH3,CH3CH2CHCl,CH3CH2CHCl,,,,335.0,424.0,4.17e-13, ,41000.0
CH2=CHCl->C2H2+HCl,2,CH2=CHCl,CH2=CHCl,,C2H2 | HCl,C2H2,HCl,,,1400.0,1800.0,8.8e-08, ,204000.0
C2H5Cl+Cl->HCl+CH3CHCl,2,C2H5Cl | Cl,C2H5Cl,Cl,HCl | CH3CHCl,HCl,CH3CHCl,,,298.0,550.0,1.36e-11, ,1680.0
C2H5Cl+Cl->HCl+CH2CH2Cl,2,C2H5Cl | Cl,C2H5Cl,Cl,HCl | CH2CH2Cl,HCl,CH2CH2Cl,,,298.0,550.0,1.14e-11, ,4922.0
C2H5Cl+Cl->C2H4Cl+HCl,2,C2H5Cl | Cl,C2H5Cl,Cl,C2H4Cl | HCl,C2H4Cl,HCl,,,220.0,2200.0,6.91e-13,2.60,-6592.0
C2H5Cl+SiCl3->.C2H5+SiCl4,2,C2H5Cl | SiCl3,C2H5Cl,SiCl3,.C2H5 | SiCl4,.C2H5,SiCl4,,,373.0,573.0,0.94, ,-4681.0
C2H5Cl+(CH3)3Si.->(CH3)3SiCl+.C2H5,2,C2H5Cl | (CH3)3Si.,C2H5Cl,(CH3)3Si.,(CH3)3SiCl | .C2H5,(CH3)3SiCl,.C2H5,,,400.0,580.0,1.62e-13, ,16000.0
C2H5Cl+H.->.C2H5+HCl,2,C2H5Cl | H.,C2H5Cl,H.,.C2H5 | HCl,.C2H5,HCl,,,298.0,5000.0,2.69e-12,1.46,33900.0
C2H5Cl+H.->H2+CH3CHCl,2,C2H5Cl | H.,C2H5Cl,H.,H2 | CH3CHCl,H2,CH3CHCl,,,298.0,5000.0,8.43e-13,2.38,22600.0
C2H5Cl+H.->H2+CH2CH2Cl,2,C2H5Cl | H.,C2H5Cl,H.,H2 | CH2CH2Cl,H2,CH2CH2Cl,,,298.0,5000.0,3.23e-13,2.90,28900.0
C2H5Cl+Br.->HBr+CH3CHCl,2,C2H5Cl | Br.,C2H5Cl,Br.,HBr | CH3CHCl,HBr,CH3CHCl,,,313.0,423.0,8.52e-12, ,41700.0
C2H5Cl+Br.->HBr+CH2CH2Cl,2,C2H5Cl | Br.,C2H5Cl,Br.,HBr | CH2CH2Cl,HBr,CH2CH2Cl,,,343.0,423.0,6.7e-12, ,55300.0
C2H5Cl+Na->.C2H5+NaCl,2,C2H5Cl | Na,C2H5Cl,Na,.C2H5 | NaCl,.C2H5,NaCl,,,533.0,633.0,1.32e-09, ,43100.0
C2H5Cl+K->.C2H5+KCl,2,C2H5Cl | K,C2H5Cl,K,.C2H5 | KCl,.C2H5,KCl,,,691.0,784.0,4.1e-10, ,29800.0
C2H5Cl+Pb->.C2H5+PbCl,2,C2H5Cl | Pb,C2H5Cl,Pb,.C2H5 | PbCl,.C2H5,PbCl,,,619.0,735.0,8e-11, ,76200.0
C2H5Cl+.OH->C2H4Cl+H2O,2,C2H5Cl | .OH,C2H5Cl,.OH,C2H4Cl | H2O,C2H4Cl,H2O,,,223.0,426.0,2.59e-11,0.50,5596.0
C2H5Cl+.CF3->CHF3+CH3CHCl,2,C2H5Cl | .CF3,C2H5Cl,.CF3,CHF3 | CH3CHCl,CHF3,CH3CHCl,,,291.0,481.0,2.62e-14, ,22200.0
CH3CCH+CH2=CHCH=CH.->Toluene+H.,2,CH3CCH | CH2=CHCH=CH.,CH3CCH,CH2=CHCH=CH.,Toluene | H.,Toluene,H.,,,500.0,2000.0,5.25e-13, ,15500.0
"CH3CCH+O.->Oxirene, methyl-",2,CH3CCH | O.,CH3CCH,O.,"Oxirene, methyl-","Oxirene, methyl-",,,,275.0,360.0,2.66e-11, ,8398.0
CH3CCH+O.->CO+CH3CH,2,CH3CCH | O.,CH3CCH,O.,CO | CH3CH,CO,CH3CH,,,290.0,360.0,2.16e-11, ,8398.0
CH3CCH+H.->CH2=C(.)CH3,2,CH3CCH | H.,CH3CCH,H.,CH2=C(.)CH3,CH2=C(.)CH3,,,,195.0,503.0,1.08e-11, ,8398.0
CH3CCH+H.->CH3CH=CH,2,CH3CCH | H.,CH3CCH,H.,CH3CH=CH,CH3CH=CH,,,,195.0,503.0,9.61e-12, ,13000.0
CH3CCH+H.->.CH2CH=CH2,2,CH3CCH | H.,CH3CCH,H.,.CH2CH=CH2,.CH2CH=CH2,,,,300.0,500.0,3.32e-11, ,9977.0
CH3CCH+H.->H2+CH2=C=CH,2,CH3CCH | H.,CH3CCH,H.,H2 | CH2=C=CH,H2,CH2=C=CH,,,874.0,1041.0,1.99e-10, ,41100.0
CH3CCH+H.->CH2=C=CH2+H.,2,CH3CCH | H.,CH3CCH,H.,CH2=C=CH2 | H.,CH2=C=CH2,H.,,,900.0,1041.0,3.42e-10, ,31200.0
CH3CCH+H.->C2H2+.CH3,2,CH3CCH | H.,CH3CCH,H.,C2H2 | .CH3,C2H2,.CH3,,,874.0,1041.0,1.04e-10, ,18800.0
"CH3CCH+S->Thiirene, methyl-",2,CH3CCH | S,CH3CCH,S,"Thiirene, methyl-","Thiirene, methyl-",,,,298.0,450.0,6.19, ,3766.0
CH3CCH+CH2=C=CH->Benzene+H.,2,CH3CCH | CH2=C=CH,CH3CCH,CH2=C=CH,Benzene | H.,Benzene,H.,,,800.0,1200.0,1.16e-12, ,50200.0
CH3CCH+.CF3->Adduct,2,CH3CCH | .CF3,CH3CCH,.CF3,Adduct,Adduct,,,,338.0,453.0,8.72e-13, ,9229.0
CH3CCH+.CH3->CH3CH=CCH3,2,CH3CCH | .CH3,CH3CCH,.CH3,CH3CH=CCH3,CH3CH=CCH3,,,,379.0,465.0,8.32e-13, ,36800.0
CH3CCH+iso-C3H7->Adduct,2,CH3CCH | iso-C3H7,CH3CCH,iso-C3H7,Adduct,Adduct,,,,361.0,481.0,8.32e-15, ,23900.0
"CH3CCH+.CH2CH=CH2->2-Methyl-1,3-cyclopentadiene+H.",2,CH3CCH | .CH2CH=CH2,CH3CCH,.CH2CH=CH2,"2-Methyl-1,3-cyclopentadiene | H.","2-Methyl-1,3-cyclopentadiene",H.,,,723.0,783.0,1.32e-10, ,102000.0
"CH3CCH+.CH2CH=CH2->1-Methyl-1,3-cyclopentadiene+H.",2,CH3CCH | .CH2CH=CH2,CH3CCH,.CH2CH=CH2,"1-Methyl-1,3-cyclopentadiene | H.","1-Methyl-1,3-cyclopentadiene",H.,,,723.0,783.0,2.09e-10, ,107000.0
"CH3CCH+.CH2CH=CH2->1,3-Cyclopentadiene, 5-methyl-",2,CH3CCH | .CH2CH=CH2,CH3CCH,.CH2CH=CH2,"1,3-Cyclopentadiene, 5-methyl-","1,3-Cyclopentadiene, 5-methyl-",,,,723.0,783.0,3.32e-10, ,117000.0
CH3CCH+.CH2CH=CH2->Adduct,2,CH3CCH | .CH2CH=CH2,CH3CCH,.CH2CH=CH2,Adduct,Adduct,,,,723.0,783.0,1.32e-12, ,80300.0
CH3CCH+tert-C4H9->Adduct,2,CH3CCH | tert-C4H9,CH3CCH,tert-C4H9,Adduct,Adduct,,,,386.0,439.0,1.05e-15, ,23000.0
CH3CCH->CH2=C=CH+H.,2,CH3CCH,CH3CCH,,CH2=C=CH | H.,CH2=C=CH,H.,,,800.0,1200.0,3.12e-06, ,317000.0
C3H8+.CH2->n-C3H7+.CH3,2,C3H8 | .CH2,C3H8,.CH2,n-C3H7 | .CH3,n-C3H7,.CH3,,,300.0,2500.0,1.61e-15,3.65,29900.0
C3H8+.CH2->iso-C3H7+.CH3,2,C3H8 | .CH2,C3H8,.CH2,iso-C3H7 | .CH3,iso-C3H7,.CH3,,,300.0,2500.0,9.1e-16,3.46,31300.0
C3H8+Cl->n-C3H7+HCl,2,C3H8 | Cl,C3H8,Cl,n-C3H7 | HCl,n-C3H7,HCl,,,281.0,368.0,1.12e-10, ,1763.0
C3H8+Cl->iso-C3H7+HCl,2,C3H8 | Cl,C3H8,Cl,iso-C3H7 | HCl,iso-C3H7,HCl,,,281.0,368.0,8.14e-11, ,715.0
C3H8+O.->n-C3H7+.OH,2,C3H8 | O.,C3H8,O.,n-C3H7 | .OH,n-C3H7,.OH,,,300.0,2500.0,1.37e-12,2.68,15500.0
C3H8+O.->iso-C3H7+.OH,2,C3H8 | O.,C3H8,O.,iso-C3H7 | .OH,iso-C3H7,.OH,,,300.0,2500.0,4.02e-13,2.71,8813.0
C3H8+CH2CH=CHCH3->CH3CH=CHCH3+n-C3H7,2,C3H8 | CH2CH=CHCH3,C3H8,CH2CH=CHCH3,CH3CH=CHCH3 | n-C3H7,CH3CH=CHCH3,n-C3H7,,,779.0,812.0,0.04, ,15400.0
C3H8+.F->n-C3H7+HF,2,C3H8 | .F,C3H8,.F,n-C3H7 | HF,n-C3H7,HF,,,293.0,348.0,2.81, ,956.0
C3H8+I->n-C3H7+HI,2,C3H8 | I,C3H8,I,n-C3H7 | HI,n-C3H7,HI,,,503.0,618.0,1.26e-09, ,124000.0
C3H8+I->iso-C3H7+HI,2,C3H8 | I,C3H8,I,iso-C3H7 | HI,iso-C3H7,HI,,,503.0,618.0,1.83e-10, ,99800.0
C3H8+NH2->n-C3H7+NH3,2,C3H8 | NH2,C3H8,NH2,n-C3H7 | NH3,n-C3H7,NH3,,,300.0,2000.0,2.91e-14,3.49,26400.0
C3H8+NH2->iso-C3H7+NH3,2,C3H8 | NH2,C3H8,NH2,iso-C3H7 | NH3,iso-C3H7,NH3,,,300.0,2000.0,2.67e-14,3.29,18500.0
C3H8+H.->H2+n-C3H7,2,C3H8 | H.,C3H8,H.,H2 | n-C3H7,H2,n-C3H7,,,298.0,2500.0,4.23e-12,2.54,28300.0
C3H8+H.->H2+iso-C3H7,2,C3H8 | H.,C3H8,H.,H2 | iso-C3H7,H2,iso-C3H7,,,298.0,2500.0,1.88e-12,2.40,18700.0
C3H8+NO3->n-C3H7+HNO3,2,C3H8 | NO3,C3H8,NO3,n-C3H7 | HNO3,n-C3H7,HNO3,,,298.0,298.0,1.03e-10, ,40600.0
C3H8+NO3->iso-C3H7+HNO3,2,C3H8 | NO3,C3H8,NO3,iso-C3H7 | HNO3,iso-C3H7,HNO3,,,298.0,298.0,4.17e-12, ,27100.0
C3H8+NO2->iso-C3H7+HNO2,2,C3H8 | NO2,C3H8,NO2,iso-C3H7 | HNO2,iso-C3H7,HNO2,,,423.0,498.0,3.99e-13, ,94800.0
C3H8+NO2->cis-HONO+iso-C3H7,2,C3H8 | NO2,C3H8,NO2,cis-HONO | iso-C3H7,cis-HONO,iso-C3H7,,,600.0,1100.0,9.63e-12, ,118000.0
C3H8+NO2->trans-HONO+iso-C3H7,2,C3H8 | NO2,C3H8,NO2,trans-HONO | iso-C3H7,trans-HONO,iso-C3H7,,,600.0,1100.0,2.32e-11, ,141000.0
C3H8+Br.->iso-C3H7+HBr,2,C3H8 | Br.,C3H8,Br.,iso-C3H7 | HBr,iso-C3H7,HBr,,,423.0,483.0,1.51e-10, ,43600.0
C3H8+O2->n-C3H7+HO2,2,C3H8 | O2,C3H8,O2,n-C3H7 | HO2,n-C3H7,HO2,,,300.0,2500.0,6.59e-11, ,213000.0
C3H8+O2->iso-C3H7+HO2,2,C3H8 | O2,C3H8,O2,iso-C3H7 | HO2,iso-C3H7,HO2,,,300.0,2500.0,6.59e-11, ,200000.0
C3H8+iso-C4H9->iso-C4H10+n-C3H7,2,C3H8 | iso-C4H9,C3H8,iso-C4H9,iso-C4H10 | n-C3H7,iso-C4H10,n-C3H7,,,300.0,2500.0,1.61e-15,3.65,38200.0
C3H8+iso-C4H9->iso-C4H10+iso-C3H7,2,C3H8 | iso-C4H9,C3H8,iso-C4H9,iso-C4H10 | iso-C3H7,iso-C4H10,iso-C3H7,,,300.0,2500.0,9.1e-16,3.46,31200.0
C3H8+NF2->n-C3H7+HNF2,2,C3H8 | NF2,C3H8,NF2,n-C3H7 | HNF2,n-C3H7,HNF2,,,398.0,463.0,1.05e-12, ,109000.0
C3H8+NF2->iso-C3H7+HNF2,2,C3H8 | NF2,C3H8,NF2,iso-C3H7 | HNF2,iso-C3H7,HNF2,,,398.0,463.0,4.07e-14, ,94800.0
C3H8+C2F5->C2F5H+n-C3H7,2,C3H8 | C2F5,C3H8,C2F5,C2F5H | n-C3H7,C2F5H,n-C3H7,,,354.0,441.0,6.46e-13, ,32700.0
C3H8+C2F5->C2F5H+iso-C3H7,2,C3H8 | C2F5,C3H8,C2F5,C2F5H | iso-C3H7,C2F5H,iso-C3H7,,,354.0,441.0,5.5e-13, ,25500.0
C3H8+.OH->n-C3H7+H2O,2,C3H8 | .OH,C3H8,.OH,n-C3H7 | H2O,n-C3H7,H2O,,,299.0,497.0,6.13e-12, ,6843.0
C3H8+.OH->iso-C3H7+H2O,2,C3H8 | .OH,C3H8,.OH,iso-C3H7 | H2O,iso-C3H7,H2O,,,200.0,300.0,7.6e-12, ,4864.0
C3H8+.OH->Propyl Radical+H2O,2,C3H8 | .OH,C3H8,.OH,Propyl Radical | H2O,Propyl Radical,H2O,,,250.0,380.0,2.38e-11, ,9163.0
C3H8+HO2->n-C3H7+H2O2,2,C3H8 | HO2,C3H8,HO2,n-C3H7 | H2O2,n-C3H7,H2O2,,,300.0,2500.0,1.61e-13,2.55,69000.0
C3H8+HO2->iso-C3H7+H2O2,2,C3H8 | HO2,C3H8,HO2,iso-C3H7 | H2O2,iso-C3H7,H2O2,,,300.0,2500.0,4.33e-14,2.60,58200.0
C3H8+HO2->Propyl Radical+H2O2,2,C3H8 | HO2,C3H8,HO2,Propyl Radical | H2O2,Propyl Radical,H2O2,,,540.0,1600.0,2.52e-13,2.50,64500.0
C3H8+CH3CO->CH3CHO+n-C3H7,2,C3H8 | CH3CO,C3H8,CH3CO,CH3CHO | n-C3H7,CH3CHO,n-C3H7,,,300.0,2500.0,1.89e-13,2.60,73900.0
C3H8+CH3CO->CH3CHO+iso-C3H7,2,C3H8 | CH3CO,C3H8,CH3CO,CH3CHO | iso-C3H7,CH3CHO,iso-C3H7,,,300.0,2500.0,7.82e-13,2.00,67900.0
C3H8+C2H3->C2H4+n-C3H7,2,C3H8 | C2H3,C3H8,C2H3,C2H4 | n-C3H7,C2H4,n-C3H7,,,300.0,2500.0,1.46e-13,3.30,43900.0
C3H8+C2H3->C2H4+iso-C3H7,2,C3H8 | C2H3,C3H8,C2H3,C2H4 | iso-C3H7,C2H4,iso-C3H7,,,300.0,2500.0,7.95e-14,3.10,36900.0
C3H8+HCO->CH2O+n-C3H7,2,C3H8 | HCO,C3H8,HCO,CH2O | n-C3H7,CH2O,n-C3H7,,,300.0,2500.0,5.21e-13,2.50,77200.0
C3H8+HCO->CH2O+iso-C3H7,2,C3H8 | HCO,C3H8,HCO,CH2O | iso-C3H7,CH2O,iso-C3H7,,,300.0,2500.0,9.05e-13,1.90,71200.0
C3H8+(.)CH2OH->CH3OH+n-C3H7,2,C3H8 | (.)CH2OH,C3H8,(.)CH2OH,CH3OH | n-C3H7,CH3OH,n-C3H7,,,300.0,2500.0,6.56e-15,2.95,58500.0
C3H8+(.)CH2OH->CH3OH+iso-C3H7,2,C3H8 | (.)CH2OH,C3H8,(.)CH2OH,CH3OH | iso-C3H7,CH3OH,iso-C3H7,,,300.0,2500.0,1.99e-15,2.95,50100.0
C3H8+Phenyl->Propyl Radical+Benzene,2,C3H8 | Phenyl,C3H8,Phenyl,Propyl Radical | Benzene,Propyl Radical,Benzene,,,494.0,1051.0,3.25e-13, ,16100.0
C3H8+.CF3->CHF3+n-C3H7,2,C3H8 | .CF3,C3H8,.CF3,CHF3 | n-C3H7,CHF3,n-C3H7,,,318.0,505.0,8.92e-13, ,35800.0
C3H8+.CF3->CHF3+iso-C3H7,2,C3H8 | .CF3,C3H8,.CF3,CHF3 | iso-C3H7,CHF3,iso-C3H7,,,318.0,505.0,3.02e-13, ,27300.0
C3H8+.CH3->CH4+n-C3H7,2,C3H8 | .CH3,C3H8,.CH3,CH4 | n-C3H7,CH4,n-C3H7,,,300.0,2500.0,1.61e-15,3.65,29900.0
C3H8+.CH3->CH4+iso-C3H7,2,C3H8 | .CH3,C3H8,.CH3,CH4 | iso-C3H7,CH4,iso-C3H7,,,300.0,2500.0,9.1e-16,3.46,22900.0
C3H8+CH3O.->CH3OH+n-C3H7,2,C3H8 | CH3O.,C3H8,CH3O.,CH3OH | n-C3H7,CH3OH,n-C3H7,,,300.0,2500.0,7.21e-13, ,27000.0
C3H8+CH3O.->CH3OH+iso-C3H7,2,C3H8 | CH3O.,C3H8,CH3O.,CH3OH | iso-C3H7,CH3OH,iso-C3H7,,,300.0,2500.0,2.41e-13, ,19100.0
C3H8+n-C3H7->C3H8+iso-C3H7,2,C3H8 | n-C3H7,C3H8,n-C3H7,C3H8 | iso-C3H7,C3H8,iso-C3H7,,,300.0,2500.0,1.1e-17,4.00,19800.0
C3H8+CH3O2.->n-C3H7+CH3OOH,2,C3H8 | CH3O2.,C3H8,CH3O2.,n-C3H7 | CH3OOH,n-C3H7,CH3OOH,,,300.0,2500.0,1e-11, ,81100.0
C3H8+CH3O2.->iso-C3H7+CH3OOH,2,C3H8 | CH3O2.,C3H8,CH3O2.,iso-C3H7 | CH3OOH,iso-C3H7,CH3OOH,,,300.0,2500.0,3.3e-12, ,71300.0
C3H8+CD3->CHD3+iso-C3H7,2,C3H8 | CD3,C3H8,CD3,CHD3 | iso-C3H7,CHD3,iso-C3H7,,,573.0,725.0,0.55, ,-5853.0
C3H8+.C2H5->C2H6+n-C3H7,2,C3H8 | .C2H5,C3H8,.C2H5,C2H6 | n-C3H7,C2H6,n-C3H7,,,300.0,2500.0,1.61e-15,3.65,38200.0
C3H8+.C2H5->C2H6+iso-C3H7,2,C3H8 | .C2H5,C3H8,.C2H5,C2H6 | iso-C3H7,C2H6,iso-C3H7,,,300.0,2500.0,7.29e-16,3.46,31300.0
C3H8+iso-C3H7->C3H8+n-C3H7,2,C3H8 | iso-C3H7,C3H8,iso-C3H7,C3H8 | n-C3H7,C3H8,n-C3H7,,,300.0,2500.0,3.45e-16,4.20,36500.0
